X,Y,Z
0,0,0
0,0,1.805
-1.4461,-0.896547,2.40752
-2.81874,-0.66819,1.25786
-2.78266,1.01337,0.602816
-1.43466,0.914738,-0.602521
-0.045329,-1.02931,-0.364851
0.914073,0.475399,-0.364851
-1.72844,-0.514217,3.39177
-1.20947,-1.96082,2.4848
-2.74375,2.00027,1.32375
-3.67419,1.46491,-0.101825
