Symbol,X,Y,Z
"C",0,0,0
"O",0,0,1.418
"H",-0.843552,0.591568,-0.364851
"H",-0.0905371,-1.02632,-0.364851
"H",0.934089,0.434753,-0.364851
"H",-0.902069,0.160562,1.74246
