X,Y,Z
0,0,0
0,0,1.508
1.70147,0,2.11052
1.70147,0,3.91552
-1.03031,0,-0.364851
0.515154,-0.892272,-0.364851
0.515154,0.892272,-0.364851
-0.515154,-0.892272,1.87285
-0.515154,0.892272,1.87285
2.73178,0,4.28037
1.18631,-0.892272,4.28037
1.18631,0.892272,4.28037
