Time_ms,Iteration,MinEnergy
11.4182,1,6.87034e+06
2404.97,2,33482
5083.55,3,5885.21
7813.98,4,5881.59
11015.6,5,5881.59
15227.5,6,1030.44
19061,7,1030.44
22862.5,8,1030.44
26736.5,9,1030.44
30916,10,929.084
34569.3,11,908.06
38081.8,12,908.06
41701.9,13,908.06
45396.2,14,908.06
49203.5,15,908.06
52987,16,908.06
56491.4,17,908.06
59940.9,18,908.06
63547.3,19,908.06
66842.4,20,908.06
70174.4,21,908.06
73762.9,22,908.06
77197.2,23,908.06
80672.1,24,908.06
83948,25,908.06
87030.4,26,485.662
90280.9,27,485.662
93439.4,28,485.662
96864.1,29,485.662
100164,30,485.662
103090,31,485.662
106106,32,485.662
109226,33,485.662
112233,34,485.662
115311,35,485.662
118534,36,485.662
121576,37,485.662
124751,38,485.662
127688,39,485.662
130850,40,485.662
133893,41,485.662
136755,42,485.662
139746,43,485.662
142818,44,485.662
145723,45,485.662
148533,46,438.857
151444,47,438.857
154361,48,408.768
157248,49,408.768
160285,50,408.768
163442,51,408.768
166335,52,408.768
169185,53,408.768
172005,54,408.768
174809,55,408.768
177947,56,408.768
180491,57,408.768
183434,58,408.768
186426,59,408.768
189435,60,408.768
192529,61,408.768
195320,62,408.768
198280,63,408.768
201261,64,408.768
204402,65,408.768
207193,66,408.768
209669,67,408.768
212216,68,408.768
214618,69,396.814
216987,70,396.814
219314,71,396.814
221759,72,396.814
224227,73,396.814
227018,74,396.814
229689,75,396.814
232002,76,396.814
234331,77,396.814
236763,78,396.814
239402,79,396.814
242077,80,396.814
245066,81,396.802
247869,82,396.802
250774,83,396.802
253118,84,396.802
255686,85,396.802
257933,86,387.66
260247,87,387.66
262571,88,387.66
264995,89,387.66
267337,90,387.66
269904,91,387.66
272686,92,387.66
274871,93,387.66
277214,94,387.66
279588,95,384.999
282062,96,384.999
284450,97,384.999
286620,98,384.999
288885,99,384.999
291693,100,384.999
294308,101,384.999
296997,102,384.999
299460,103,384.999
302166,104,384.999
304628,105,384.999
306875,106,384.999
309351,107,384.999
312208,108,384.999
314411,109,384.999
316575,110,384.999
318785,111,380.451
321022,112,380.451
323251,113,380.451
325589,114,380.451
327850,115,380.451
330013,116,380.451
332493,117,380.451
334870,118,380.451
337619,119,380.222
339802,120,380.222
342007,121,380.222
344208,122,379.317
346456,123,379.317
348426,124,379.317
350635,125,379.317
352477,126,379.317
354225,127,379.317
356114,128,379.317
357943,129,379.317
359921,130,379.317
361904,131,379.317
363771,132,379.317
365716,133,379.317
367637,134,379.317
369353,135,379.317
371165,136,378.097
372789,137,378.097
374568,138,378.097
376528,139,378.097
378715,140,378.097
380530,141,378.097
382497,142,378.097
384431,143,378.097
386443,144,378.097
388468,145,378.097
390312,146,378.097
392252,147,378.097
394313,148,378.097
396232,149,378.097
398056,150,378.097
399801,151,378.097
401472,152,378.097
403054,153,378.097
404692,154,378.097
406374,155,378.097
408216,156,378.097
410816,157,378.097
413320,158,378.097
415274,159,378.097
417125,160,378.097
419053,161,378.097
421189,162,378.097
423586,163,378.097
425713,164,378.097
428718,165,378.097
433925,166,378.097
436917,166,378.097
