Time_ms,Iteration,MinEnergy
1.8209,2,2278.68
3.7761,3,2278.68
4.3493,4,2278.68
4.9169,5,2278.68
5.4833,6,2278.68
6.0644,7,2278.68
6.6409,8,2278.68
7.2038,9,2278.68
8.322,10,2278.68
9.3656,11,2278.68
10.328,11,2278.68
