Time_ms,Iteration,MinEnergy
3.3564,2,2281.83
6.5303,3,2281.83
15.0307,4,2281.53
21.7659,5,2280.86
28.4385,6,2280.85
36.1853,7,2280.85
37.0469,8,2280.85
37.8163,9,2280.85
39.0974,10,2280.85
40.4906,11,2280.85
41.9928,12,2280.85
43.4225,13,2280.85
44.8691,14,2280.85
46.513,15,2280.85
47.8651,16,2280.85
48.9202,17,2280.85
49.9175,17,2280.85
