X,Y,Z
0,0,0
0,0,1.508
1.23106,0.710752,2.01138
-1.03031,1.26176e-16,-0.364851
0.515154,-0.892272,-0.364851
0.515154,0.892272,-0.364851
6.30881e-17,-1.03031,1.87285
-0.892272,0.515154,1.87285
1.64187,1.33706,1.21538
1.97838,-0.0259781,2.31696
0.966455,1.33706,2.86717
