Symbol,X,Y,Z
"N",0,0,0
"C",0,0,1
"C",0.946192,-0.798997,1.715
"C",0.810552,-0.975189,3.12761
"C",-0.220234,-0.284601,3.83857
"C",-1.08988,0.613142,3.14382
"C",-0.946192,0.798997,1.715
"S",-2.73636,1.43335,3.73336
"O",1.67002,-1.80742,3.80128
"H",0.182817,0.942994,-0.340149
"H",-0.908065,-0.313173,-0.340149
"H",1.76551,-1.27067,1.18667
"H",-0.342273,-0.441489,4.90317
"H",-1.28619,1.73668,1.00816
"H",-3.67191,0.487679,3.9029
"H",1.29954,-2.70572,3.82549
