X,Y,Z
0,0,0
0,0,1.482
1.23842,0,2.197
2.47683,0,1.482
3.71525,0,2.197
1.4215,0,-0.503381
-0.515154,0.892272,-0.364851
-0.515154,-0.892272,-0.364851
-0.937906,-1.1486e-16,2.0235
1.23842,-1.1486e-16,3.28
2.47683,1.1486e-16,0.399
3.71525,-1.1486e-16,3.28
0.792674,0.892272,-0.44795
0.792674,-0.892272,-0.44795
