X,Y,Z
0,0,0
0,0,1.508
0.175861,-1.41058,2.01138
0.50489,-1.38262,3.48278
0.667025,-2.79375,3.98924
-1.08381e-05,1.03031,-0.364851
-0.892267,-0.515163,-0.364851
0.892278,-0.515144,-0.364851
-0.94915,0.400809,1.87285
0.821686,0.621583,1.87285
0.99023,-1.89387,1.46559
-0.749344,-1.97141,1.85606
-0.304613,-0.891021,4.02838
1.4357,-0.831145,3.63809
1.47589,-3.2865,3.44372
-0.263966,-3.34555,3.83619
0.906837,-2.77344,5.05542
