X,Y,Z
0,0,0
0,0,1.508
-2.61126e-16,1.4215,2.01138
-1.4215,1.89601,2.17941
-2.17216,1.70518,0.88552
-1.23106,0.710752,-0.503381
-1.89264e-16,-1.03031,-0.364851
0.892272,0.515154,-0.364851
0.892272,-0.515154,1.87285
-0.892272,-0.515154,1.87285
0.515154,2.06327,1.29208
0.515154,1.46758,2.97426
-1.42314,2.95546,2.44813
-1.90756,1.31928,2.97048
-1.76988,2.38169,0.127133
-3.23153,1.92353,1.04269
-0.991111,1.38083,-1.33288
-1.8665,-0.101999,-0.864354
