X,Y,Z
0,0,0
0,0,1.508
1.33667,0,1.98134
1.33667,0,3.39934
-1.03031,0,-0.364851
0.515154,-0.892272,-0.364851
0.515154,0.892272,-0.364851
-0.515154,-0.892272,1.87285
-0.515154,0.892272,1.87285
2.36697,0,3.76419
0.821512,-0.892272,3.76419
0.821512,0.892272,3.76419
