X,Y,Z
0,0,0
0,0,1.508
0.711132,1.23084,2.01138
1.03031,-0.000314385,-0.364851
-0.514881,0.892429,-0.364851
-0.515426,-0.892115,-0.364851
0.514878,-0.892431,1.87285
-1.03031,0.000318246,1.87285
0.711124,1.23084,3.10438
0.196625,2.1239,1.64756
1.74181,1.23115,1.64757
