X,Y,Z
0,0,0
0,0,1.508
-0.89248,-0.514794,-0.364851
0.892064,-0.515514,-0.364851
0.000415663,1.03031,-0.364851
-1.03031,0.000488537,1.87285
0.515577,0.892028,1.87285
0.51473,-0.892516,1.87285
