Symbol,X,Y,Z
"C",0,0,0
"C",0,0,1.508
"H",-0.89248,-0.514794,-0.364851
"H",0.892064,-0.515514,-0.364851
"H",0.000415663,1.03031,-0.364851
"H",-1.03031,0.000488537,1.87285
"H",0.515577,0.892028,1.87285
"H",0.51473,-0.892516,1.87285
