Time_ms,Iteration,MinEnergy
0.2035,1,5.0444e+06
15.1396,2,586.017
25.9633,3,314.629
49.1964,4,173.956
72.4881,5,173.956
94.6875,6,173.956
116.661,7,173.956
137.729,8,173.956
159.297,9,173.956
181.343,10,173.956
203.339,11,173.956
226.646,12,173.956
246.302,13,173.956
267.996,14,173.956
288.564,15,173.956
310.39,16,173.956
332.543,17,173.956
354.454,18,173.956
375.811,19,173.956
396.251,20,173.956
418.814,21,173.956
438.968,22,173.956
458.212,23,173.956
477.443,24,173.956
497.523,25,173.956
514.169,25,173.956
