Time_ms,Iteration,MinEnergy
0.1672,1,3.41432e+06
19.617,2,3048.56
37.7777,3,2836.98
56.6331,4,2836.98
84.156,5,2569.45
114.693,6,795.521
142.101,7,227.329
169.119,8,124.666
196.882,9,102.853
224.013,10,102.853
251.152,11,102.853
278.188,12,102.853
305.191,13,102.853
333.131,14,102.853
361.702,15,102.853
388.525,16,102.853
415.385,17,102.853
443.652,18,102.853
472.649,19,102.853
500.777,20,102.853
531.15,21,102.853
560.877,22,102.853
590.38,23,102.853
619.016,24,102.853
644.634,25,102.853
669.483,26,102.853
696.024,27,102.853
721.396,28,102.853
752.465,29,102.853
781.521,29,102.853
