Time_ms,Iteration,MinEnergy
0.2387,1,1.85974e+07
25.8298,2,6404.89
51.3623,3,71.0146
78.7951,4,71.0146
114.528,5,63.2164
148.081,6,61.1055
179.798,7,58.5902
209.893,8,54.2609
243.348,9,53.6394
275.729,10,52.255
308.237,11,51.44
337.494,12,49.61
369.992,13,49.61
403.035,14,49.61
436.715,15,49.61
472.583,16,49.61
505.788,17,49.61
537.101,18,49.61
569.516,19,49.61
601.982,20,49.61
633.612,21,49.61
665.105,22,49.61
696.106,23,49.61
738.178,24,49.61
767.782,25,49.61
794.053,26,49.61
824.581,27,49.61
853.544,28,49.61
884.927,29,49.61
911.992,30,49.61
939.03,31,49.61
966.314,32,49.61
995.891,33,49.61
1026.48,34,49.61
1056.07,35,49.61
1088.59,36,49.61
1118.59,37,49.61
1148.01,38,49.61
1179.34,39,49.61
1209.43,40,49.61
1238.92,40,49.61
