Time_ms,Iteration,MinEnergy
0.1275,1,98975.7
3.6955,2,23.0309
7.2516,3,11.5024
11.8452,4,11.5024
17.1487,5,6.99712
21.5057,6,5.06329
29.5046,7,5.06329
35.8491,8,5.06329
41.9564,9,5.06329
48.7147,10,5.06329
55.1,11,5.06329
61.3206,12,5.06329
66.861,13,5.06329
72.7234,14,5.06329
79.1649,15,5.06329
85.0344,16,5.06329
91.2613,17,5.06329
97.5078,18,5.06329
103.434,18,5.06329
