X,Y,Z
0,0,0
0,0,1
1.23842,0,1.715
1.23842,0,3.145
2.47683,0,3.86
2.47683,0,5.29
-1.23842,-1.51662e-16,1.715
3.9664,2.43225e-16,6.5198
0.0493634,-1.45617e-16,3.8315
-0.960552,0,-0.340149
0.480276,-0.831862,-0.340149
2.17632,1.1486e-16,1.1735
3.41474,1.1486e-16,3.3185
-3.90054,-2.14497e-16,0.45497
3.50679,2.9959e-16,7.77958
0.226496,-1.80028e-16,4.78722
