X,Y,Z
0,0,0
0,0,1.508
-0.828725,1.15494,2.01138
-0.567491,1.35843,3.48258
-2.20398,0.873642,1.81068
0.0153973,1.03019,-0.364851
-0.899871,-0.501762,-0.364851
0.884474,-0.528431,-0.364851
1.02528,0.101636,1.87285
-0.424621,-0.938738,1.87285
-0.559532,2.06257,1.46513
0.492365,1.57543,3.63834
-0.837474,0.451687,4.02991
-1.16775,2.19587,3.84731
-2.66499,1.68531,1.53968
