X,Y,Z
0,0,0
0,0,1.805
1.70147,0,2.40752
1.70147,0,4.21252
3.40294,0,4.81504
-1.70147,0,-0.602521
0.515154,-0.892272,-0.364851
0.515154,0.892272,-0.364851
2.21735,0.892272,2.04371
2.21735,-0.892272,2.04371
3.85176,-0.892272,5.52048
3.85176,0.892272,5.52048
