X,Y,Z
0,0,0
0,0,1.508
-0.889516,1.0772,2.0027
-2.30163,0.990367,1.79463
-3.19148,2.06591,2.29231
-4.24475,2.36758,1.25612
0.923899,-0.456007,-0.364851
-0.0670359,1.02812,-0.364851
-0.856864,-0.572117,-0.364851
1.01603,0.170915,1.87285
-0.359999,-0.965367,1.87285
-0.470092,1.93014,2.5218
-2.72081,0.138632,1.27336
-2.60277,2.96632,2.48551
-3.67401,1.74121,3.21773
-4.90865,3.152,1.62836
-4.82631,1.46462,1.05341
-3.76376,2.70508,0.334492
