X,Y,Z
0,0,0
0,0,1.508
1.39699,0,2.0027
2.48438,0,1.07399
3.88137,0,1.56869
4.83039,0,0.396757
1.03031,0,-0.364851
-0.515154,0.892272,-0.364851
-0.515154,-0.892272,-0.364851
-0.515154,-0.892272,1.87285
-0.515154,0.892272,1.87285
1.59436,-1.1486e-16,3.06757
2.28701,1.1486e-16,0.00912599
4.05333,-0.892272,2.17609
4.05333,0.892272,2.17609
5.86069,0,0.761608
4.65964,0.892272,-0.210982
4.65964,-0.892272,-0.210982
